topic,term,weight
23,halide perovskite solar,0.6165891885757446
23,perovskite solar,0.6065112948417664
24,super resolution microscopy,0.6856157779693604
24,super resolution imaging,0.6661301255226135
24,high resolution imaging,0.636098325252533
24,resolution microscopy,0.6258099675178528
24,resolution imaging,0.6254494190216064
24,optical imaging,0.5957460403442383
24,illumination microscopy,0.594234824180603
24,structured illumination microscopy,0.592182457447052
24,optical microscopy,0.5818672180175781
24,fluorescence imaging,0.5623781681060791
25,states topological insulators,0.7558002471923828
25,topological crystalline insulators,0.6908941268920898
25,surface topological insulator,0.6861292719841003
25,topological crystalline insulator,0.6791383624076843
25,topological insulators,0.6787878274917603
25,topological insulator surface,0.6779356598854065
25,topological insulator films,0.6694684028625488
25,topological insulator,0.664130687713623
25,topological insulators tis,0.6581755876541138
25,dimensional topological insulators,0.6534559726715088
26,surface plasmon polaritons,0.8048217296600342
26,surface plasmon polariton,0.7815525531768799
26,plasmon polaritons,0.7633585333824158
26,plasmon polariton,0.7299964427947998
26,plasmon polaritons spps,0.692088782787323
26,plasmon polariton spp,0.6654476523399353
26,surface plasmon resonances,0.6513672471046448
26,plasmonic structures,0.6489071846008301
26,plasmonic devices,0.6452121734619141
26,surface plasmon modes,0.6422677636146545
27,topological spt phases,0.6698530912399292
27,topological phases matter,0.6343008279800415
27,quantum phases,0.6025538444519043
27,topological phases,0.5949640274047852
27,protected topological phases,0.5885448455810547
27,topological quantum,0.5718053579330444
27,protected topological phase,0.557487428188324
27,symmetry protected topological,0.55024254322052
27,topological phase,0.540632963180542
27,fermionic topological,0.5296730995178223
28,polarization magnetic,0.6437461376190186
28,ferroelectric magnetic,0.6240166425704956
28,magnetoelectric coupling,0.6200491786003113
28,polarization magnetization,0.6163835525512695
28,ferroelectric polarization,0.6036385297775269
28,magnetic ferroelectric,0.601526141166687
28,multiferroic bifeo,0.5986432433128357
28,ferroelectric ferromagnetic,0.5981638431549072
28,magnetoelectric effects,0.5954512357711792
28,magnetoelectric effect,0.5930598378181458
29,type weyl semimetals,0.6161022186279297
29,weyl semimetals,0.6157660484313965
29,weyl semimetal wsm,0.6087472438812256
29,weyl semimetals wsms,0.6041772365570068
29,topological weyl,0.5885471701622009
29,type weyl semimetal,0.5777603387832642
29,weyl semimetal,0.5777240991592407
29,fermi surfaces,0.5703423619270325
29,weyl fermions,0.5477429628372192
29,weyl semimetal phase,0.546623706817627
30,dark matter detector,0.7728729248046875
30,dark matter detectors,0.764295220375061
30,detection dark matter,0.7284446954727173
30,search dark matter,0.7151147127151489
30,dark matter detection,0.7138307690620422
30,dark matter searches,0.7109051942825317
30,dark matter search,0.701046347618103
30,dark matter experiments,0.6844421625137329
30,dark matter experiment,0.6752716302871704
30,dark matter candidates,0.6335939764976501
31,flow simulations,0.5951594710350037
31,computational fluid dynamics,0.5664869546890259
31,computational fluid,0.5035861730575562
31,unstructured grids,0.48409929871559143
31,navier stokes equations,0.4648652672767639
31,compressible flows,0.4580780565738678
31,compressible navier stokes,0.4480670094490051
31,compressible flow,0.4448508620262146
31,incompressible flows,0.4444000720977783
31,incompressible flow,0.43597525358200073
32,superfluid mott insulator,0.6265169978141785
32,mott insulator superfluid,0.6257386207580566
32,dimensional bose hubbard,0.6221389770507812
32,insulator superfluid transition,0.5981669425964355
32,extended bose hubbard,0.597822368144989
32,superfluid insulator transition,0.5956118106842041
32,bose hubbard hamiltonian,0.5889937877655029
32,mott insulator phase,0.5758457183837891
32,phase transition superfluid,0.5726550221443176
32,mott insulator transition,0.5670427083969116
33,orbital selective mott,0.5715985894203186
33,selective mott transition,0.5609509944915771
33,orbital hubbard,0.5523769855499268
33,selective mott phase,0.545129656791687
33,hubbard interaction,0.5369341373443604
33,mott insulating state,0.5290185213088989
33,mott insulating phase,0.5271049737930298
33,mott metal insulator,0.5020215511322021
33,mott hubbard,0.5012546181678772
33,mott insulators,0.48248884081840515
34,superconductor josephson junction,0.7109620571136475
34,josephson junctions,0.704322099685669
34,intrinsic josephson junctions,0.6945278644561768
34,josephson tunnel junctions,0.6929828524589539
34,josephson junctions jjs,0.6867680549621582
34,ferromagnet superconductor josephson,0.6657252311706543
34,josephson junction arrays,0.6574095487594604
34,long josephson junction,0.6476472020149231
34,superconductor josephson,0.6466341018676758
34,josephson current,0.6453931927680969
35,nematic liquid crystals,0.7617775201797485
35,nematic liquid crystal,0.739885687828064
35,nematic liquid crystalline,0.7286806106567383
35,ferroelectric nematic liquid,0.7100499272346497
35,liquid crystals,0.6876773834228516
35,liquid crystal,0.6478270292282104
35,liquid crystalline,0.6418620944023132
35,liquid crystal molecules,0.6329294443130493
35,liquid crystal phases,0.6292138695716858
35,liquid crystal phase,0.6271677613258362
36,lithium ion batteries,0.6333441138267517
36,lithium ion battery,0.618633508682251
36,lithium metal batteries,0.6109722852706909
36,lithium batteries,0.5999960899353027
36,ion batteries libs,0.5686765909194946
36,battery materials,0.5673767328262329
36,lithium ion,0.5497633218765259
36,batteries libs,0.5348221659660339
36,lithium ions,0.5256881713867188
36,anode materials,0.5076823830604553
37,cell dynamics,0.6516166925430298
37,cell motion,0.6419590711593628
37,dynamics cell,0.6392883062362671
37,collective cell migration,0.6272203922271729
37,cell cell adhesion,0.6237927675247192
37,cell interactions,0.6098678708076477
37,cell cell interactions,0.6060640811920166
37,cell adhesion,0.5989241600036621
37,cell migration,0.5699931383132935
37,cell clusters,0.5665421485900879
38,thermal casimir force,0.797351598739624
38,thermal casimir,0.7841539978981018
38,thermodynamic casimir force,0.76749187707901
38,thermodynamic casimir,0.7521907091140747
38,casimir forces,0.7217955589294434
38,temperature casimir,0.7186338901519775
38,casimir interactions,0.7145459651947021
38,dependence casimir force,0.7141473889350891
38,theory casimir,0.7063996195793152
38,measurements casimir,0.7046550512313843
39,scale turbulence,0.7110916376113892
39,dimensional turbulence,0.6593271493911743
39,turbulent flows,0.6465957164764404
39,hydrodynamic turbulence,0.6193557977676392
39,theory turbulence,0.6190035343170166
39,turbulence theory,0.6177040338516235
39,turbulent kinetic,0.6152091026306152
39,fluid turbulence,0.6095321178436279
39,turbulent flow,0.6043775081634521
39,scale reynolds,0.597648024559021
40,fluid dynamics,0.5377826690673828
40,fluid flows,0.5212302207946777
40,hydrodynamic interactions,0.5199660658836365
40,swimming motion,0.5177032947540283
40,hydrodynamic interaction,0.510434627532959
40,hydrodynamic forces,0.5100826025009155
40,fluid flow,0.49964582920074463
40,swimming velocity,0.497890830039978
40,swimming cells,0.49552109837532043
40,reynolds numbers,0.4942120909690857
41,entangled photon pair,0.6820530891418457
41,entangled photon pairs,0.6791605949401855
41,polarization entangled photon,0.6724127531051636
41,entangled photon,0.6561726331710815
41,entangled photons,0.6499462723731995
41,photon pair generation,0.6355019807815552
41,photon pair source,0.6219311952590942
41,photon quantum,0.5972793102264404
41,photon pairs,0.5926878452301025
41,quantum photonics,0.5919897556304932
42,neutron detectors,0.7707867622375488
42,neutron detector,0.7617901563644409
42,neutron radiography,0.6922107934951782
42,neutron detection efficiency,0.6902196407318115
42,neutron beam,0.6823275089263916
42,measurements neutron,0.6727160215377808
42,neutron detection,0.6694450378417969
42,neutron science,0.6642410159111023
42,neutron imaging,0.654782772064209
42,neutron spectrometer,0.6486032009124756
43,lattice ising,0.5109172463417053
43,ferromagnetic ising,0.48899468779563904
43,order phase transitions,0.4863675534725189
43,square lattice ising,0.48462843894958496
43,random field ising,0.4631549119949341
43,phase ordering,0.4371863603591919
43,dimensional ising,0.43640953302383423
43,critical dynamics,0.43047767877578735
43,lattice sizes,0.4257313311100006
43,ising square lattice,0.42397648096084595
44,lipid bilayer membranes,0.6302659511566162
44,lipid bilayer membrane,0.6207078695297241
44,dynamics membrane,0.6085538864135742
44,lipid membranes,0.6064141988754272
44,membrane dynamics,0.6044492721557617
44,vesicle membrane,0.599593997001648
44,lipid bilayers,0.5970215797424316
44,membrane simulations,0.5967283248901367
44,membrane viscosity,0.5931069850921631
44,biological membranes,0.5875420570373535
45,shallow water waves,0.6617244482040405
45,water waves,0.63816899061203
45,water wave,0.5998498797416687
45,shallow water equations,0.5863021612167358
45,nonlinear shallow water,0.5739940404891968
45,wave turbulence,0.5606229305267334
45,surface gravity waves,0.5583831071853638
45,surface waves,0.5544766187667847
45,wind waves,0.5462642908096313
45,waves surface,0.5349527597427368
46,entropy production,0.7271009683609009
46,entropy production principle,0.7220208048820496
46,total entropy production,0.6828662157058716
46,minimum entropy production,0.6739902496337891
46,rate entropy production,0.6599258780479431
46,entropy production rate,0.6414377689361572
46,thermodynamic entropy,0.628637433052063
46,maximum entropy production,0.6265106201171875
46,equilibrium entropy,0.6204433441162109
46,entropy principle,0.5732272863388062
47,weather forecasting,0.7347320318222046
47,weather forecasts,0.7123395204544067
47,weather forecast,0.6931396126747131
47,weather prediction,0.6839712858200073
47,weather prediction nwp,0.6661969423294067
47,forecast skill,0.6186612844467163
47,range weather forecasts,0.6044468283653259
47,weather forecasts ecmwf,0.6035770177841187
47,data driven weather,0.5981402397155762
47,forecasts ecmwf,0.5890119075775146
48,superconducting transition temperature,0.6818631887435913
48,superconducting transition temperatures,0.681161642074585
48,superconducting phase,0.6168445348739624
48,magnetic superconducting,0.6128534078598022
48,bulk superconductivity,0.6061245203018188
48,superconducting transition,0.6003410816192627
48,superconductivity observed,0.6000006794929504
48,magnetism superconductivity,0.5934070944786072
48,superconducting state,0.5931763648986816
48,superconductivity iron,0.5794031620025635
49,high luminosity lhc,0.606753945350647
49,luminosity lhc,0.5833580493927002
49,luminosity lhc lhc,0.5766698122024536
49,collider lhc,0.5765599012374878
49,silicon detectors,0.5679531097412109
49,hadron collider lhc,0.5608143210411072
49,lhc lhc,0.5588580369949341
49,silicon detector,0.5504108667373657
49,pixel detectors,0.5264905691146851
49,pixel detector,0.5255597829818726
50,neuronal dynamics,0.5927145481109619
50,spiking neurons,0.5917421579360962
50,spiking neural,0.5896856784820557
50,brain dynamics,0.5769331455230713
50,spike synchronization,0.5684026479721069
50,neural dynamics,0.5683029890060425
50,neuronal network,0.5634540319442749
50,excitatory inhibitory neurons,0.5483564734458923
50,synaptic noise,0.5473724603652954
50,neuronal activity,0.5468616485595703
51,magnetic interactions,0.5596319437026978
51,magnetic structure,0.5572994947433472
51,lattice antiferromagnet,0.5400468111038208
51,range antiferromagnetic,0.5317205190658569
51,temperature magnetic,0.5298957824707031
51,magnetic structures,0.52369624376297
51,magnetic correlations,0.5199849009513855
51,magnetic susceptibility specific,0.5154014825820923
51,magnetic susceptibility,0.5147907733917236
51,magnetic transition,0.5138194561004639
52,fermi liquid behavior,0.5822532176971436
52,kondo lattices,0.5611237287521362
52,ferromagnetic kondo,0.5531957745552063
52,non fermi liquid,0.5519531965255737
52,kondo lattice,0.5452457666397095
52,fermion metals,0.524201512336731
52,fermi liquid,0.5135270357131958
52,bose fermi kondo,0.5066748857498169
52,kondo phase,0.505539059638977
52,dimensional kondo lattice,0.5039435029029846
53,photonic topological insulators,0.6942469477653503
53,topological edge states,0.666199803352356
53,edge states topological,0.660966157913208
53,topological photonic crystals,0.6531941294670105
53,topological edge state,0.6446039080619812
53,topological photonics,0.6199854612350464
53,topological insulators,0.6028109788894653
53,topological edge modes,0.5950782299041748
53,topological states,0.5819690227508545
53,topological insulator,0.5761950016021729
54,superconducting quantum circuits,0.7170714139938354
54,superconducting qubits,0.6773662567138672
54,superconducting qubit,0.6722179651260376
54,superconducting quantum,0.6664459109306335
54,superconducting quantum interference,0.6566799879074097
54,scanning superconducting quantum,0.6105740070343018
54,superconducting circuits,0.57914799451828
54,superconducting resonators,0.5765687823295593
54,superconducting devices,0.5723164081573486
54,superconducting microwave resonators,0.5719622373580933
55,acoustic metamaterials,0.6021006107330322
55,acoustic metamaterial,0.5801324844360352
55,phononic crystals,0.5596300363540649
55,mechanical metamaterials,0.5560770630836487
55,elastic metamaterials,0.549187183380127
55,elastic metamaterial,0.529975414276123
55,phononic crystal,0.5178160071372986
55,phononic band,0.5101006031036377
55,resonance frequencies,0.48713982105255127
55,acoustic metasurfaces,0.47238409519195557
56,strong field ionization,0.6129588484764099
56,ionization dynamics,0.5916162133216858
56,photon double ionization,0.5835158824920654
56,field ionization,0.5804314613342285
56,photon ionization,0.5639731884002686
56,double ionization,0.5534319877624512
56,multiphoton ionization,0.5507607460021973
56,single ionization,0.5479081869125366
56,sequential double ionization,0.5390449166297913
56,ionization time,0.5296841859817505
57,species interactions,0.5686222314834595
57,species coexistence,0.5383526682853699
57,interacting species,0.5311175584793091
57,evolutionary dynamics,0.526323676109314
57,population dynamics,0.5154427886009216
57,coexistence species,0.5151176452636719
57,dynamics population,0.5006110072135925
57,species population,0.48044538497924805
57,structured populations,0.4745755195617676
57,species abundance,0.4710344076156616
58,exciton polaritons semiconductor,0.7395740747451782
58,exciton polariton condensates,0.7003743052482605
58,condensate exciton polaritons,0.6908862590789795
58,exciton polariton condensation,0.6884540319442749
58,condensation exciton polaritons,0.6874709129333496
58,exciton polaritons,0.6802170276641846
58,exciton polariton condensate,0.6745660901069641
58,polaritons semiconductor microcavities,0.6707929372787476
58,microcavity exciton polaritons,0.6489837169647217
58,polaritons semiconductor,0.6360997557640076
59,magneto optical kerr,0.6858524680137634
59,optical magnetization,0.6722365617752075
59,ultrafast magnetization dynamics,0.6562311053276062
59,ultrafast magnetization,0.6475194692611694
59,magneto optical,0.6420270204544067
59,resolved magneto optical,0.6414782404899597
59,magneto optic kerr,0.6100870370864868
59,ultrafast demagnetization,0.6027136445045471
59,magneto optic,0.5684785842895508
59,dynamics magnetic,0.5501837730407715
60,gan nanowires,0.6703423857688904
60,gan heterostructures,0.6547014117240906
60,gan nanowire,0.6491045951843262
60,gan substrates,0.6438817381858826
60,gan high electron,0.6143620014190674
60,gan quantum wells,0.6088602542877197
60,gan surface,0.5731863379478455
60,gan quantum,0.560326337814331
60,gallium nitride gan,0.5463927388191223
60,polar gan,0.5462941527366638
61,plasma wakefield accelerators,0.8513047695159912
61,plasma wakefield accelerator,0.8416413068771362
61,laser wakefield accelerators,0.7682248950004578
61,driven plasma wakefield,0.7572759389877319
61,wakefield accelerators,0.7532324194908142
61,laser wakefield accelerator,0.7530077695846558
61,plasma wakefield acceleration,0.751379668712616
61,wakefield accelerator,0.7491791248321533
61,laser plasma accelerators,0.731051504611969
61,laser plasma accelerator,0.7258548140525818
62,spin glass phases,0.7576388120651245
62,spin glass theory,0.7551674842834473
62,spin glass phase,0.7328751683235168
62,spin glass state,0.7282888293266296
62,spin glass behavior,0.7249952554702759
62,ferromagnetic spin glass,0.6979185342788696
62,spin glass transition,0.6964112520217896
62,spin glass random,0.6851037740707397
62,spin glass order,0.683813214302063
62,temperature spin glass,0.6624451875686646
63,networks scale,0.6530706882476807
63,networks scale free,0.6462899446487427
63,scale free networks,0.6344296336174011
63,networks random,0.6219977736473083
63,networks present,0.5968054533004761
63,random network,0.590969443321228
63,network structure,0.5851894617080688
63,network science,0.5840755701065063
63,network growth,0.580039381980896
63,complex networks,0.5780969858169556
64,turbulent boundary layers,0.6835744380950928
64,turbulent boundary layer,0.6712945699691772
64,turbulent flow,0.615908682346344
64,turbulent flows,0.6133542060852051
64,turbulent boundary,0.6108220815658569
64,turbulent channel flow,0.5958290100097656
64,wall turbulence,0.5857663750648499
64,wall bounded turbulent,0.56537264585495
64,turbulent channel,0.5590208172798157
64,laminar turbulent,0.5469907522201538
65,thermoelectric materials,0.776457667350769
65,performance thermoelectric,0.758764922618866
65,thermoelectric applications,0.754753589630127
65,thermoelectric performance,0.7532139420509338
65,promising thermoelectric,0.7519099712371826
65,thermoelectric material,0.7424116134643555
65,efficient thermoelectric,0.7309556007385254
65,thermoelectric devices,0.7306337356567383
65,temperature thermoelectric,0.70103520154953
65,thermoelectric power,0.6956408023834229
66,memristive switching,0.6807200908660889
66,oxide memristors,0.6606190800666809
66,memristive devices,0.6481692790985107
66,memristor devices,0.6434689164161682
66,resistive switching devices,0.639354944229126
66,memristive device,0.6121145486831665
66,memristor device,0.6047631502151489
66,resistive switching,0.5963584184646606
66,bipolar resistive switching,0.595524787902832
66,memristive behavior,0.5497215390205383
67,lattice boltzmann simulations,0.6214022636413574
67,boltzmann simulations,0.6019400358200073
67,flow simulations,0.5910120010375977
67,lattice boltzmann lbm,0.5815548896789551
67,lattice boltzmann scheme,0.5745092630386353
67,lattice boltzmann equation,0.5611803531646729
67,lattice boltzmann,0.5217781662940979
67,boltzmann scheme,0.510800838470459
67,boltzmann lbm,0.49480345845222473
67,solution boltzmann,0.474029004573822
68,light harvesting complexes,0.691691517829895
68,light harvesting complex,0.6476393938064575
68,photosynthetic light harvesting,0.5916822552680969
68,photosynthetic light,0.5348124504089355
68,light harvesting,0.5304199457168579
68,photosynthetic complex,0.5103539824485779
68,artificial light harvesting,0.5073408484458923
68,photosynthetic complexes,0.5023210644721985
68,harvesting complexes,0.4824882447719574
68,excitation energy transfer,0.46904903650283813
69,single molecule junctions,0.6884337663650513
69,molecule junctions,0.6789076328277588
69,transport molecular junctions,0.6614100933074951
69,molecular junctions,0.6554997563362122
69,single molecule junction,0.6508262157440186
69,molecule junction,0.6483850479125977
69,conductance molecular,0.6230754852294922
69,molecular electronics,0.6212407350540161
69,molecular junction,0.6041598320007324
69,molecular electronic,0.5953423976898193
70,laalo srtio heterostructures,0.691537082195282
70,srtio heterostructures,0.6188157200813293
70,laalo srtio interfaces,0.5921250581741333
70,srtio substrates,0.5763401985168457
70,srtio substrate,0.547650933265686
70,laalo srtio interface,0.5353891849517822
70,oxide heterostructures,0.5244722962379456
70,srtio interfaces,0.5242087841033936
70,oxide interfaces,0.48615360260009766
70,complex oxide interfaces,0.48306798934936523
71,electrocatalytic activity,0.6314661502838135
71,atom catalysts,0.5059618353843689
71,catalytic activity,0.4537373483181
71,single atom catalysts,0.45292872190475464
71,reduced graphene oxide,0.4403570592403412
71,oxygen reduction reaction,0.4294443130493164
71,oxidation reaction,0.4121822118759155
71,graphene oxide,0.4069175720214844
71,metal oxides,0.4008241891860962
71,hydrogen evolution reaction,0.3922339081764221
72,neutrino observatory juno,0.7174746990203857
72,underground neutrino observatory,0.6687081456184387
72,neutrino observatory,0.6671243906021118
72,neutrino detector,0.6582381725311279
72,liquid scintillator detectors,0.6441974639892578
72,liquid scintillator detector,0.6397727131843567
72,measurements neutrino,0.6346358060836792
72,neutrino experiments,0.6205730438232422
72,jiangmen underground neutrino,0.6191214323043823
72,neutrino experiment,0.6070082187652588
73,quantum neural networks,0.7329330444335938
73,quantum machine learning,0.7235277891159058
73,neural network quantum,0.7164386510848999
73,machine learning quantum,0.7149307727813721
73,learning quantum,0.6555476188659668
73,quantum neural,0.6512640714645386
73,quantum learning,0.6374746561050415
73,quantum algorithms,0.6214947700500488
